599,497,3.7908426010283827,7.99012772796412,5.107305333763685,7.034283010890919,11221250,144,30.298672199249268
637,765,5.957334789003474,2.169172178902201,5.014100668013618,1.1756609729836434,13554125,144,139.15338516235352
220,144,9.2358954730585,1.724454634483446,9.860658638069388,2.517383802704033,10312243,144,36.32830739021301
971,122,8.54777498450628,1.0486468406339622,6.402038066902393,4.648307350143051,18886455,144,35.196122884750366
747,133,8.977078867637616,4.6392034303264875,4.346827452568322,8.467135337306322,12827340,144,36.62552237510681
938,205,5.059141084156347,6.2217673274630165,1.7970222644037133,1.825128792998717,12575093,144,117.31722378730774
675,841,7.049033011827686,5.60943481201858,7.771797274450574,5.606371429967771,19512795,144,91.93628406524658
658,724,6.2518435758042195,3.5138776602977573,4.667401215328355,8.10451897506617,15015782,144,36.73602223396301
815,486,8.650463812727953,2.32706924391511,1.6883105391037185,4.828829216365774,16270389,144,62.345555782318115
366,533,3.954691496832467,8.068865871082481,8.593223839989495,5.294592212133902,16519242,144,49.48799395561218
203,499,4.745770523754608,7.94779341072774,6.395922946350056,7.80958723612865,18472892,144,40.809394121170044
254,182,5.348741922284299,4.268497984548745,2.7707555000898014,3.0549741279011413,15568930,144,62.31239557266235
766,500,5.263924826184896,6.866715749836816,2.6427495961641476,5.676764086099697,12012962,144,48.56698226928711
667,246,9.565863807330139,9.522616408234908,8.2186122088484,5.229769034328753,13262078,144,75.19412779808044
414,639,2.7577916418502335,8.594599736447183,7.472042701255161,8.676202165809837,18170524,144,43.43072533607483
982,835,3.1788259799035496,5.0643372480185285,3.3199193475108557,1.82068868428337,10313743,144,89.11749768257141
517,146,5.96208782932253,2.2230355189866486,6.6459323764294815,9.095659031750197,11764271,144,14.554261445999146
553,404,8.399691260346884,2.2224149338279977,4.606282371337922,7.248909162172449,18824149,144,40.808868408203125
526,724,4.509425443384769,7.435854795993746,6.6342569411578,3.2665859812171134,15710802,144,105.26525330543518
848,431,6.359122816020408,9.613086091603504,5.512061296404974,3.720720875283607,13637646,144,85.46661972999573
302,687,8.655077596477652,9.26349053970785,9.047668394416503,8.283418623184598,16587166,144,59.877849102020264
232,351,1.6091410863229423,2.4282242261206055,1.1225822546530768,7.184255780468158,15239813,144,19.38027834892273
587,121,9.413332731048191,3.0600316792583278,2.6163337688210038,7.177792170939016,12697435,144,31.566668033599854
888,332,4.766774148381462,4.5512943194713795,4.188736151187512,8.52686362183467,15754231,144,34.82808756828308
238,772,3.2433821937543366,7.499557958602805,8.813762912809402,6.2260260003951275,15061503,144,37.300079345703125
571,411,6.009776065330032,1.6613967780007322,3.8270373135113886,9.586468742549664,15903954,144,24.47508430480957
227,215,6.5059913338147215,5.551099223927808,7.490027693191914,8.299897449569098,17161533,144,35.68139100074768
550,611,5.486238512807748,1.8911356947467777,7.632365360552048,3.4905068681078273,15951170,144,52.62319278717041
571,750,2.2218531429860873,5.20460331046097,2.575783418049909,5.589658005055683,11671672,144,31.285637140274048
320,384,3.347804459570969,3.0293839676220173,4.815402645387714,1.2779573751147084,16773052,144,98.6652774810791
821,576,8.766823380315493,2.641032179785958,6.9439547130814425,6.725872929826056,11446329,144,35.35660767555237
919,219,8.10346921129183,6.39593205437805,3.3386470527797654,7.12140631658747,15566595,144,62.60511136054993
688,866,6.001865998221856,3.3517846127057047,8.041298151364323,6.966851558094653,18113568,144,51.932265520095825
127,892,5.573295190536152,5.71284018497764,9.010985372391781,5.407100578758841,10332374,144,35.96960639953613
856,738,3.2921430024821143,6.598981186563655,9.931109354286445,1.1456879135071376,18912974,144,244.40144777297974
743,553,2.510450990071216,4.494562917429734,2.975283631795815,1.7889199400251174,11901906,144,69.38580870628357
765,706,3.1822476538703732,1.7822204488236388,2.582447181767245,7.419423241925571,10478680,144,16.707447290420532
722,230,2.1259250967606267,7.37641811477531,2.5067611701801678,5.129930662130857,19240291,144,57.55098605155945
940,893,3.5351509602514817,1.6781287289368425,3.7456024328868573,4.977047494107476,13327150,144,34.66659903526306
798,823,9.9861595850786,2.625042047994045,3.6911023007374086,7.556938111276813,15709429,144,59.2684531211853
749,493,4.9012841059264725,8.769087706167669,7.086205650893304,5.783267143044484,16558607,144,59.9157338142395
821,279,7.9596149971424985,4.931821436293379,7.145401682509203,3.465429859645594,16369506,144,106.3868625164032
101,168,3.1725416348793543,5.799261053940228,5.68261895007807,6.2893498034258695,15194214,144,26.551024675369263
502,256,8.363261118090517,8.300733380201713,4.007059156594071,5.238644356888998,11524202,144,54.222981691360474
421,632,2.7002551734315996,7.220543343575694,9.028887676136586,8.580720940931272,17278253,144,41.27349066734314
764,991,8.095855242667064,7.613064563415979,4.64311932998868,4.216246138304111,10009915,144,78.69899916648865
624,876,2.089277874969718,1.4629546708774082,1.604504627875695,6.250739425442202,16540024,144,25.130430698394775
132,370,5.189521212315426,6.563638695132463,8.681036328631635,2.082327266048524,16017280,144,104.27389550209045
555,994,7.5568861258859625,1.9495744200617025,4.043711581069138,5.48773915704734,17878558,144,62.50492739677429
351,916,4.57210932429366,9.433924159734389,8.12854818291758,4.160928359198493,19039384,144,81.90821886062622
642,730,1.8906551787201091,7.626873141563399,1.1669225248126773,5.963022212430972,19284147,144,60.195916414260864
462,946,3.5897495819256595,5.703616771184667,4.407957519759237,6.875660430303175,12749704,144,34.37459683418274
980,408,4.3377493010139005,2.348293599314002,4.078748610335335,3.622626154099531,16690975,144,51.06802272796631
579,990,6.020817112039136,8.24021969613546,2.1402018104376945,2.9024029005873873,12588303,144,107.91427445411682
923,996,1.3506741520028547,1.2814185849679975,4.498421547310195,4.876828184534882,10941894,144,21.347623348236084
991,118,4.540164611271733,4.828423536799454,7.762271871418897,1.7106411765109288,17712344,144,146.40082263946533
140,704,7.791925477847618,9.399204327844403,6.784826109562145,9.776057762787332,12708451,144,34.044453620910645
615,303,5.706588801608295,8.243941746112132,6.858980844719106,8.273262781292892,11140121,144,29.598442792892456
625,664,8.459656499791246,7.641871577346368,7.831395932372849,8.438395718499745,11616092,144,42.891223669052124
293,575,2.9794792292886276,4.023205814208044,8.891412118600348,9.970274306806502,11443526,144,19.862155437469482
786,315,1.824301313036783,1.0367854349813101,5.585508484584907,4.322653524095223,16897559,144,17.763599395751953
812,616,7.168441149869458,8.597058802085261,3.3885407633274998,2.589107140159747,18864106,144,192.60265374183655
282,801,9.736230326741728,5.827783894830072,5.604744000589697,3.0214211922258594,18274658,144,172.4943208694458
375,613,6.1813038492324575,6.811308905578408,1.2776309080133608,8.289070826736097,19505632,144,54.08133625984192
121,202,7.041822334850501,6.39614945647117,7.355441333920387,7.872670616349163,11459983,144,27.8473858833313
568,563,4.139044692891382,3.932296478045722,3.1471133000038565,8.437494296769936,11457553,144,22.847676277160645
735,985,1.1053703601881333,6.709035912966202,2.4838563522513057,8.808367998687643,10192600,144,43.07895112037659
147,849,9.668359431294533,1.405810003617441,1.446443690418444,6.2824942022202075,18293085,144,58.12027907371521
102,587,4.017550447231417,3.3401821250059145,9.849311543957077,2.4307883775354413,17556662,144,68.67081451416016
367,649,7.946919088560104,4.390569844387134,3.3262334964360614,8.03313152776309,12378127,144,35.49067544937134
250,700,7.8643770038741065,6.404709839658727,2.3843289690252347,7.927875436702121,17745115,160,56.4028697013855
101,670,3.3698511814538166,5.271928522828858,2.7679607197482197,1.7291570694510292,11973491,160,71.89990234375
452,474,5.452382839392685,7.998274730341621,3.696698114116728,1.2026486300542047,17478811,160,231.7268180847168
264,534,4.896078465146985,7.653718489187595,3.5865824671729767,6.200184228676587,10326324,160,30.03990125656128
734,507,8.869488419499662,7.922697483154002,2.4050843386029452,8.571619117768583,14346745,160,57.40435171127319
785,858,9.885543668541162,2.092596842291385,3.621432753574208,5.324670522305091,12597856,160,51.10039925575256
781,198,9.295857613426161,9.492736944129227,5.722858817979478,2.46139146254881,14790893,160,180.61324906349182
930,487,2.415266810244914,4.184758522104007,7.098821249705355,6.5530535930191744,17556400,160,46.2720685005188
213,855,3.780512469628213,6.783010438853012,2.3165969435368767,3.1295141894454255,17585133,160,80.4551374912262
398,795,2.349436057238813,1.8894746104226614,1.1016594862071543,5.124790932093013,13920972,160,21.688150882720947
521,199,5.512942301257624,5.8694718329442335,1.0214952286459602,9.560495791093851,19353642,160,39.866284132003784
807,187,6.754214353040959,6.571533528186905,8.215234826787238,3.8708810150054713,10300294,160,60.19977569580078
754,252,4.673112276987361,3.829707417017482,1.1490704624667503,4.707756106488176,17514842,160,52.861414194107056
407,595,4.334710577410747,1.1306772875212212,5.345120936298634,3.9335444981138368,13773957,160,24.1853985786438
121,887,2.947959259118777,3.790088853491338,6.972952916345452,2.1643827750504707,10538693,160,43.409873962402344
571,658,8.242348644880966,2.39100992868552,4.242322873297904,3.6560110565499153,13893195,160,63.94199347496033
380,858,9.314340714123036,3.451577299152859,2.6837062738386654,7.23626100484312,16457767,160,54.24207139015198
572,791,7.379730735043115,7.207265956284976,6.546646249992625,4.934534270032489,11888391,160,67.52897667884827
817,579,4.583854443743331,1.4438094853400552,5.766658294423519,4.602718394046469,17459535,160,38.07149863243103
482,981,6.560043597114333,5.541628402918721,3.4541146493747963,8.107086751865705,11342985,160,35.12920379638672
122,194,7.085315013786442,7.9993312505568595,1.053286488679415,6.860997452833421,17854404,160,56.44975185394287
402,939,6.372782235529299,6.995233999179532,1.9142046216071449,1.5353424923231018,10440911,160,140.97325468063354
987,203,4.20497249685093,9.719321280967058,3.6283151692310316,5.077067329103139,11081196,160,46.1269257068634
438,350,3.5870430113397522,4.96883302585133,4.04024223846587,7.403005440801252,14562776,160,32.427286863327026
953,520,7.214063304214668,4.39742647531754,5.220283045893485,5.172651694949943,18281890,160,78.50068950653076
582,259,2.0326105731689985,7.9866449797253125,5.037201299658192,9.614484182085885,18450437,160,50.10829830169678
882,621,4.983758591442121,2.0889004804522315,5.871085092798192,4.942231486883983,13597805,160,32.548072814941406
570,579,3.5352113713198805,8.127425483356639,2.0595932597860553,7.502795385220955,14852347,160,41.58164644241333
679,660,3.9221569214097514,2.5708062517904944,7.183324888709938,1.2185641526685251,10786624,160,83.82454419136047
772,367,3.6506723991377514,1.598216397909926,4.523972794376586,2.772981552811114,18994680,160,43.931562423706055
599,497,3.7908426010283827,7.99012772796412,5.107305333763685,7.034283010890919,11221250,160,31.887696743011475
637,765,5.957334789003474,2.169172178902201,5.014100668013618,1.1756609729836434,13554125,160,115.24905824661255
220,144,9.2358954730585,1.724454634483446,9.860658638069388,2.517383802704033,10312243,160,33.29242467880249
971,122,8.54777498450628,1.0486468406339622,6.402038066902393,4.648307350143051,18886455,160,32.215291023254395
747,133,8.977078867637616,4.6392034303264875,4.346827452568322,8.467135337306322,12827340,160,35.215576171875
938,205,5.059141084156347,6.2217673274630165,1.7970222644037133,1.825128792998717,12575093,160,118.17703676223755
675,841,7.049033011827686,5.60943481201858,7.771797274450574,5.606371429967771,19512795,160,99.20835185050964
658,724,6.2518435758042195,3.5138776602977573,4.667401215328355,8.10451897506617,15015782,160,35.51365303993225
815,486,8.650463812727953,2.32706924391511,1.6883105391037185,4.828829216365774,16270389,160,57.196974992752075
366,533,3.954691496832467,8.068865871082481,8.593223839989495,5.294592212133902,16519242,160,53.57185244560242
203,499,4.745770523754608,7.94779341072774,6.395922946350056,7.80958723612865,18472892,160,44.22206163406372
254,182,5.348741922284299,4.268497984548745,2.7707555000898014,3.0549741279011413,15568930,160,60.48788523674011
766,500,5.263924826184896,6.866715749836816,2.6427495961641476,5.676764086099697,12012962,160,45.10525631904602
667,246,9.565863807330139,9.522616408234908,8.2186122088484,5.229769034328753,13262078,160,83.88897252082825
414,639,2.7577916418502335,8.594599736447183,7.472042701255161,8.676202165809837,18170524,160,46.667861223220825
982,835,3.1788259799035496,5.0643372480185285,3.3199193475108557,1.82068868428337,10313743,160,82.84275960922241
517,146,5.96208782932253,2.2230355189866486,6.6459323764294815,9.095659031750197,11764271,160,13.871936082839966
553,404,8.399691260346884,2.2224149338279977,4.606282371337922,7.248909162172449,18824149,160,39.001522064208984
526,724,4.509425443384769,7.435854795993746,6.6342569411578,3.2665859812171134,15710802,160,94.43914937973022
848,431,6.359122816020408,9.613086091603504,5.512061296404974,3.720720875283607,13637646,160,93.96570801734924
302,687,8.655077596477652,9.26349053970785,9.047668394416503,8.283418623184598,16587166,160,62.97511577606201
232,351,1.6091410863229423,2.4282242261206055,1.1225822546530768,7.184255780468158,15239813,160,22.53486704826355
587,121,9.413332731048191,3.0600316792583278,2.6163337688210038,7.177792170939016,12697435,160,34.897019386291504
888,332,4.766774148381462,4.5512943194713795,4.188736151187512,8.52686362183467,15754231,160,32.030317068099976
238,772,3.2433821937543366,7.499557958602805,8.813762912809402,6.2260260003951275,15061503,160,38.12065601348877
571,411,6.009776065330032,1.6613967780007322,3.8270373135113886,9.586468742549664,15903954,160,22.853389978408813
